country_iso,scheme,eea_scope,section,product,fee_type,column,value_raw,percent,cap_currency,cap_amount,percent_plus,plus_currency,plus_amount,page,source
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.00,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,Government10,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,"0.72% (capped at EUR 
1.50)",0.72,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,"0.50% (capped at EUR 
1.50)",0.5,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,"0.43% (capped at EUR 
1.50)",0.43,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Infinite Business Debit
Visa Infinite Business Prepaid",,,Standard4,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Infinite Business Debit
Visa Infinite Business Prepaid",,,€ 0.35,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Infinite Business Debit
Visa Infinite Business Prepaid",,,€ 0.22,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Infinite Business Debit
Visa Infinite Business Prepaid",,,€ 0.20,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,0.72% + EUR 0.03,0.72,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,0.50% + EUR 0.03,0.5,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,0.43% + EUR 0.03,0.43,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.27,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.21,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.26,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.20,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.06,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.04,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,"0.72% + €0.03 (capped 
at €1.50)",0.72,EUR,1.5,0.72,EUR,0.03,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,"0.50% + €0.03 (capped 
at €1.50)",0.5,EUR,1.5,0.5,EUR,0.03,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,"0.43% + €0.03 (capped 
at €1.50)",0.43,EUR,1.5,0.43,EUR,0.03,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,Standard4,Low Value5,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.72%,0.72,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.50%,0.5,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,0.43%,0.43,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,Standard4,Petrol Station6,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.65%,0.65,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.49%,0.49,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,Standard4,Retailer - Food7,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,Standard4,Toll Road8,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.57%,0.57,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.46%,0.46,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,0.23%,0.23,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,Standard4,Charity9,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.00%,0.0,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.00%,0.0,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,0.00%,0.0,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,Standard4,Government10,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,"0.72% (capped at EUR 
1.50)",0.72,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,"0.50% (capped at EUR 
1.50)",0.5,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,"0.43% (capped at EUR 
1.50)",0.43,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,Standard4,Standard4,,,,,,,2.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,0.76%,0.76% + €0.03,0.76,,,0.76,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,0.50%,0.50% + €0.03,0.5,,,0.5,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,0.43%,0.43% + €0.03,0.43,,,0.43,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.72% + €0.03,0.72,,,0.72,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.50% + €0.03,0.5,,,0.5,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,0.43% + €0.03,0.43,,,0.43,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.65% + €0.03,0.65,,,0.65,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.49% + €0.03,0.49,,,0.49,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,0.57% + €0.03,0.57,,,0.57,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,0.46% + €0.03,0.46,,,0.46,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,0.23% + €0.03,0.23,,,0.23,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.76%,"0.72% + €0.03 (capped 
at €1.50)",0.72,EUR,1.5,0.72,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.50%,"0.50% + €0.03 (capped 
at €1.50)",0.5,EUR,1.5,0.5,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Auto (table),,,0.43%,"0.43% + €0.03 (capped 
at €1.50)",0.43,EUR,1.5,0.43,EUR,0.03,2.0,table
ES,VISA,DOMESTIC,Commercial,0.72% (capped at EUR,,col_1,0.50% (capped at EUR,0.5,,,,,,,text
ES,VISA,DOMESTIC,Commercial,0.72% (capped at EUR,,col_2,0.43% (capped at EUR,0.43,,,,,,,text
ES,VISA,DOMESTIC,Commercial,0.72% + €0.03 (capped,,col_1,0.50% + €0.03 (capped,0.5,,,0.5,EUR,0.03,,text
ES,VISA,DOMESTIC,Commercial,0.72% + €0.03 (capped,,col_2,0.43% + €0.03 (capped,0.43,,,0.43,EUR,0.03,,text
ES,VISA,DOMESTIC,Purchasing/Fleet,0.72% (capped at EUR,,col_1,0.50% (capped at EUR,0.5,,,,,,,text
ES,VISA,DOMESTIC,Purchasing/Fleet,0.72% (capped at EUR,,col_2,0.43% (capped at EUR,0.43,,,,,,,text
FR,MASTERCARD,DOMESTIC,Auto (table),,,Payment Product,Mastercard Consumer Credit,,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Fee Tier,"Low Value Payments (1)
Contactless Terminal (1)
Contactless Terminal High Value (2)
Contactless
Contactless High Value (2)
Contactless Card (1)
Contactless Card High Value (2)
Mobile Contactless NFC  (1)
Mobile Contactless NFC High Value (2)
Chip & PIN
Enhanced Electronic
Merchant UCAF
Full UCAF
MasterPass Wallet
Base
Purchase at ATM
Purchase at ATM (late presentment)",,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,General,"0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%",0.3,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,"Bill Payment and 
Government (4)","0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30%
0.30% (Max 0.09€)
0.30% (Max 0.09€)
0.30% (Max 0.09€)
0.30%
-
-",0.3,,0.09,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Payment Product,"Mastercard Consumer Debit
Mastercard Consumer Prepaid
Debit Mastercard Consumer",,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Fee Tier,"Low Value Payments (1)
Contactless Terminal (1)
Contactless Terminal High Value (2)
Contactless
Contactless High Value (2)
Contactless Card (1)
Contactless Card High Value (2)
Mobile Contactless  (1)
Mobile Contactless High Value (2)
Chip & PIN
Enhanced Electronic
Merchant UCAF
Full UCAF
MasterPass Wallet
Base
Purchase at ATM
Purchase at ATM (late presentment)",,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,General,"0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%",0.2,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,"Bill Payment and 
Government (4)","0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%  (Max 0.09€)
0.20%  (Max 0.09€)
0.20%  (Max 0.09€)
0.20%
-
-",0.2,,0.09,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Payment Product,"Maestro Consumer
Maestro Consumer Prepaid",,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Fee Tier,"Low Value Payments (1)
Contactless Terminal (1)",,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,General,"0.20%
0.20%",0.2,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,"Bill Payment and 
Government (4)","0.20%
0.20%",0.2,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Payment Product,,,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Fee Tier,"Contactless Terminal High Value (2)
Contactless
Contactless High Value (2)
Contactless Card (1)
Contactless Card High Value (2)
Mobile Contactless  (1)
Mobile Contactless High Value (2)
Chip & PIN
Secure e-commerce
Mail Order /Telephone Order (3)
MasterPass Wallet
Base
Purchase at ATM 
Purchase at ATM (late presentment)",,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,General,"0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%",0.2,,,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,"Bill Payment and 
Government (4)","0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%
0.20%  (Max 0.09€)
0.20%
0.20%  (Max 0.09€)
0.20%
-
-",0.2,,0.09,,,,1.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard World Preferred
Debit Mastercard Business Premium",,Fee Tier,"Contactless
Chip & PIN
Enhanced Electronic
Base
Masterpass (4)
Incentive (1)
Purchase at ATM 
Purchase at ATM (late presentment)",,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard World Preferred
Debit Mastercard Business Premium",,General,"1.50%
1.50%
1.60%
1.90%
1.60%
-0.30%
1.50%
1.90%",1.5,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),Mastercard Corporate Prepaid,,Fee Tier,"Contactless
Chip & PIN
Enhanced Electronic
Base
Masterpass (4)
Incentive (1)
Purchase at ATM 
Purchase at ATM (late presentment)",,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),Mastercard Corporate Prepaid,,General,"1.80%
1.80%
1.80%
1.90%
1.80%
-0.30%
1.80%
1.90%",1.8,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Mastercard Prepaid Commercial
Mastercard Professional Card
Debit Mastercard Business
Debit Mastercard Corporate Prepaid",,Fee Tier,"Contactless 
Chip & PIN
Enhanced Electronic
Base
Masterpass (4)
Incentive (1)
Purchase at ATM 
Purchase at ATM (late presentment)",,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Mastercard Prepaid Commercial
Mastercard Professional Card
Debit Mastercard Business
Debit Mastercard Corporate Prepaid",,General,"1.25%
1.25%
1.35%
1.65%
1.35%
-0.30%
1.25%
1.65%",1.25,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),Mastercard FleetCard,,Fee Tier,"Contactless 
Chip & PIN
Enhanced Electronic
Base
Masterpass (4)
Large Ticket Level 1 (2)
Large Ticket Level 2 (3)
Incentive (1)
Purchase at ATM 
Purchase at ATM (late presentment)",,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),Mastercard FleetCard,,General,"1.25%
1.25%
1.35%
1.65%
1.35%
1.00% + EUR 20.00
0.75% + EUR 45.00
-0.30%
1.25%
1.65%",1.25,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),Mastercard Purchasing Card,,Fee Tier,"Contactless 
Chip & PIN
Enhanced Electronic
Base
Masterpass (4)
Large Ticket Level 1 (2)
Large Ticket Level 2 (3)
Incentive (1)
Purchase at ATM 
Purchase at ATM (late presentment)",,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),Mastercard Purchasing Card,,General,"1.25%
1.25%
1.35%
1.65%
1.35%
1.00% + EUR 20.00
0.75% + EUR 45.00
-0.30%
1.25%",1.25,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,Fee Tier,,,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Auto (table),,,General,1.65%,1.65,,,,,,2.0,table
FR,MASTERCARD,DOMESTIC,Consumer,Mobile Contactless NFC,,col_1,(1) 0.30% 0.30%,0.3,,,,,,,text
FR,MASTERCARD,DOMESTIC,Consumer,Mobile Contactless,,col_1,(1) 0.20% 0.20%,0.2,,,,,,,text
FR,MASTERCARD,DOMESTIC,Consumer,Merchant UCAF 0.20% 0.20%,,col_1,(Max 0.09€),,,0.09,,,,,text
FR,MASTERCARD,DOMESTIC,Consumer,Full UCAF 0.20% 0.20%,,col_1,(Max 0.09€),,,0.09,,,,,text
FR,MASTERCARD,DOMESTIC,Consumer,MasterPass Wallet 0.20% 0.20%,,col_1,(Max 0.09€),,,0.09,,,,,text
FR,MASTERCARD,DOMESTIC,Consumer,Secure e-commerce 0.20% 0.20%,,col_1,(Max 0.09€),,,0.09,,,,,text
FR,MASTERCARD,DOMESTIC,Consumer,Purchase at ATM,,col_1,0.20% -,0.2,,,,,,,text
FR,MASTERCARD,DOMESTIC,Commercial,Purchase at ATM,,col_1,1.50%,1.5,,,,,,,text
FR,MASTERCARD,DOMESTIC,Commercial,Purchase at ATM,,col_1,1.80%,1.8,,,,,,,text
FR,MASTERCARD,DOMESTIC,Commercial,Mastercard Business Contactless,,col_1,1.25%,1.25,,,,,,,text
FR,MASTERCARD,DOMESTIC,Commercial,Debit Mastercard Corporate Prepaid,,col_1,Masterpass (4) 1.35%,1.35,,,,,,,text
FR,MASTERCARD,DOMESTIC,Commercial,Purchase at ATM,,col_1,1.25%,1.25,,,,,,,text
FR,MASTERCARD,DOMESTIC,Purchasing/Fleet,Mastercard FleetCard Contactless,,col_1,1.25%,1.25,,,,,,,text
FR,MASTERCARD,DOMESTIC,Purchasing/Fleet,Purchase at ATM,,col_1,1.25%,1.25,,,,,,,text
FR,MASTERCARD,DOMESTIC,Purchasing/Fleet,Mastercard Purchasing Card Contactless,,col_1,1.25%,1.25,,,,,,,text
FR,VISA,DOMESTIC,Auto (table),Product,,,Fee Type,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,General,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,"Low Value (≤€15.00)
High Value (>€15.00)",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,0.20%,0.2,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"V PAY Debit
V PAY Prepaid",,,"Low Value (≤€15.00)
High Value (>€15.00)",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"V PAY Debit
V PAY Prepaid",,,0.20%,0.2,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,"Low Value (≤€15.00)
High Value (>€15.00)",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,0.30%,0.3,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,"Government Payments1 
and Money Services2",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,Charity3,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Debit,,,"EMV® Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Debit,,,"0.90%
1.65%
1.65%",0.9,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Debit,,,"0.90% (capped at €1.50)
1.65% (capped at €1.50)
1.65% (capped at €1.50)",0.9,EUR,1.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Debit,,,"0.90% (capped at €0.50)
1.65% (capped at €0.50)
1.65% (capped at €0.50)",0.9,EUR,0.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Prepaid,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Prepaid,,,"1.30%, minimum €0.35
1.65%, minimum €0.35
1.65%, minimum €0.35",1.3,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Prepaid,,,"1.30%, minimum €0.35
(capped at €1.50)
1.65%, minimum €0.35
(capped at €1.50)
1.65%, minimum €0.35
(capped at €1.50)",1.3,EUR,1.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Business Prepaid,,,"1.30%, minimum €0.35
(capped at €0.50)
1.65%, minimum €0.35
(capped at €0.50)
1.65%, minimum €0.35
(capped at €0.50)",1.3,EUR,0.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,"1.30%
1.65%
1.65%",1.3,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,"-
-
-",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Business Credit - Small Market 
Expense",,,Standard,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Business Credit - Small Market 
Expense",,,0.30%,0.3,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Business Credit - Small Market 
Expense",,,-,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Infinite Business Debit",,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Infinite Business Debit",,,"1.55%
1.90%
1.90%",1.55,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Infinite Business Debit",,,"1.55% (capped at €1.50)
1.90% (capped at €1.50)
1.90% (capped at €1.50)",1.55,EUR,1.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Infinite Business Debit",,,"1.55% (capped at €0.50)
1.90% (capped at €0.50)
1.90% (capped at €0.50)",1.55,EUR,0.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Prepaid
Visa Infinite Business Prepaid",,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Prepaid
Visa Infinite Business Prepaid",,,"1.55%, minimum €0.35
1.90%, minimum €0.35
1.90%, minimum €0.35",1.55,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Prepaid
Visa Infinite Business Prepaid",,,"1.55%, minimum €0.35
(capped at €1.50)
1.90%, minimum €0.35
(capped at €1.50)
1.90%, minimum €0.35
(capped at €1.50)",1.55,EUR,1.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Prepaid
Visa Infinite Business Prepaid",,,"1.55%, minimum €0.35
(capped at €0.50)
1.90%, minimum €0.35
(capped at €0.50)
1.90%, minimum €0.35
(capped at €0.50)",1.55,EUR,0.5,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,"1.55%
1.90%
1.90%",1.55,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Credit
Visa Platinum Business Deferred Debit
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,"-
-
-",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Corporate7,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Corporate7,,,"1.55%
1.90%
1.90%",1.55,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Corporate7,,,"-
-
-",,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Corporate - Large Market Enterprise,,,Standard,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Corporate - Large Market Enterprise,,,0.30%,0.3,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Corporate - Large Market Enterprise,,,-,,,,,,,1.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,Fee Type,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,General,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,with VGIS,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,with LID,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Purchasing,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard
Large Ticket Program 17
Large Ticket Program 27",,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Purchasing,,,"1.55%4,5
1.90%4,5
1.90%4,5",1.55,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Purchasing,,,"1.55% - €0.50
1.90% - €0.50
1.90% - €0.50",1.55,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),,,,"1.00% + €60.00
0.75% + €98.00",1.0,,,1.0,EUR,60.0,2.0,table
FR,VISA,DOMESTIC,Auto (table),,,,"- 
 -",,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,Level 2 - Fuel Only,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,Level 3 - Fuel and non-Fuel,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Product,,,Level 3 - Non-Fuel,,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Purchasing with Fleet,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,2.0,table
FR,VISA,DOMESTIC,Auto (table),Visa Purchasing with Fleet,,,"1.55% - 0.30%
1.90% - 0.30%
1.90% - 0.30%",1.55,,,,,,2.0,table
EEA,,INTER,Auto (table),Product,,,Fee Type,,,,,,,1.0,table
EEA,,INTER,Auto (table),Product,,,General,,,,,,,1.0,table
EEA,,INTER,Auto (table),"Visa Consumer Debit &
Visa Consumer Prepaid",,,"Card-Present2
Card-Not-Present3",,,,,,,1.0,table
EEA,,INTER,Auto (table),"Visa Consumer Debit &
Visa Consumer Prepaid",,,"0.20%
1.15%",0.2,,,,,,1.0,table
EEA,,INTER,Auto (table),"Visa Consumer Credit4 & 
Visa Consumer Deferred Debit",,,"Card-Present
Card-Not-Present",,,,,,,1.0,table
EEA,,INTER,Auto (table),"Visa Consumer Credit4 & 
Visa Consumer Deferred Debit",,,"0.30%
1.50%",0.3,,,,,,1.0,table
EEA,VISA,INTER,Consumer,Visa Consumer Credit4 &,,col_1,Card-Present 0.30%,0.3,,,,,,,text
EEA,,INTRA,Auto (table),Product,,,Fee Type,,,,,,,1.0,table
EEA,,INTRA,Auto (table),Product,,,General,,,,,,,1.0,table
EEA,,INTRA,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,"Contactless
Secure2
Non-Secure",,,,,,,1.0,table
EEA,,INTRA,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,0.20%,0.2,,,,,,1.0,table
EEA,,INTRA,Auto (table),"V PAY Debit
V PAY Prepaid",,,"Contactless
Secure
Non-Secure",,,,,,,1.0,table
EEA,,INTRA,Auto (table),"V PAY Debit
V PAY Prepaid",,,0.20%,0.2,,,,,,1.0,table
EEA,,INTRA,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,"Contactless
Secure
Non-Secure",,,,,,,1.0,table
EEA,,INTRA,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,0.30%,0.3,,,,,,1.0,table
EEA,,INTRA,Auto (table),Product,,,"Government Payments3 
and Money Services4",,,,,,,1.0,table
EEA,,INTRA,Auto (table),Product,,,Charity5,,,,,,,1.0,table
EEA,,INTRA,Auto (table),Visa Business Debit,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
EEA,,INTRA,Auto (table),Visa Business Debit,,,"1.30%
1.65%
1.65%",1.3,,,,,,1.0,table
EEA,,INTRA,Auto (table),Visa Business Debit,,,"1.30% (capped at €1.50)
1.65% (capped at €1.50)
1.65% (capped at €1.50)",1.3,EUR,1.5,,,,1.0,table
EEA,,INTRA,Auto (table),Visa Business Debit,,,"1.30% (capped at €0.50)
1.65% (capped at €0.50)
1.65% (capped at €0.50)",1.3,EUR,0.5,,,,1.0,table
EEA,,INTRA,Auto (table),Visa Business Prepaid,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
